Word,ExcludedSenses,WordnetSenses,WordnetSubsenses,Notes,Examples,Syntax1,Syntax2,Syntax3,Semantics1,Semantics2,Semantics3,ThRole1,ThRole2,ThRole3
struggle,#,2 4,#,#,Kim struggled with Mary about the holiday,NP,#,#,sentient,#,#,AGNT,#,
strut,#,1,#,#,Kim strutted along the road,NP,#,#,animate,#,#,AGNT,#,
stub,#,1,#,#,Kim stubbed her toe,NP,NP,#,animate,bodypart,#,EFCT,PTNT,
study,#,1 3,#,#,Kim studied the results,NP,NP,#,sentient,*,#,AGNT,PTNT,
study,#,2 4 5 6,#,#,Kim studied French,NP,NP,#,sentient,info,#,AGNT,THME,
study,#,2 4 5 6,#,#,Kim studied French,NP,NP,PP(from),sentient,info,sentient,AGNT,THME,SRCE
study,#,2 4 5 6,#,#,Kim studied French,NP,NP,PP(from),sentient,info,location,AGNT,THME,SRCE
stuff,4 5 6,1 2 3 7,#,4 5 6 exclude as phrasal or obscure,Kim stuffed clothes in her bag/Kim stuffed her bag with clothes,NP,NP,PP,sentient,physobj,location,AGNT,THME,LOC
stuff,4 5 6,1 2 3 7,#,4 5 6 exclude as phrasal or obscure,Kim stuffed clothes in her bag/Kim stuffed her bag with clothes,NP,NP,#,sentient,location,#,AGNT,LOC,
stuff,4 5 6,1 2 3 7,#,4 5 6 exclude as phrasal or obscure,Kim stuffed clothes in her bag/Kim stuffed her bag with clothes,NP,NP,#,animate,location,#,EFNT,LOC,
stuff,4 5 6,1 2 3 7,#,4 5 6 exclude as phrasal or obscure,Kim stuffed clothes in her bag/Kim stuffed her bag with clothes,NP,NP,PP(with),animate,location,*,EFNT,LOC,THME
stun,#, 1 3,#,#, Kim stunned her attacker,NP,NP,#,*,*,#,EFNT,PTNT,
stun,#, 2 4,#,#, The news of her promotion stunned Kim,NP,NP,#,*,sentient,#,Experienced,EXPR,
style,#,1,#,#,Kim styled herself 'The Chief',NP,NP,NP,sentient,*,*,AGNT,RCPT,THME
style,#,2,#,#,Kim styled Mary's hair,NP,NP,#,animate,bodypart,#,AGNT,PTNT,
style,#,3,#,#,Kim styled Mary a hat/Kim styled a hat for Mary,NP,NP,#,sentient,physobj,#,AGNT,THME,
style,#,3,#,#,Kim styled Mary a hat/Kim styled a hat for Mary,NP,NP,PP,sentient,physobj,subst,AGNT,THME,MATR
style,#,3,#,#,Kim styled Mary a hat/Kim styled a hat for Mary,NP,NP,PP,sentient,physobj,sentient,AGNT,THME,RCPT
style,#,3,#,#,Kim styled Mary a hat/Kim styled a hat for Mary,NP,NP,NP,sentient,sentient,physobj,AGNT,RCPT,THME
style,#,3,#,#,Kim styled Mary a hat/Kim styled a hat for Mary,NP,NP,PP,sentient,physobj,location,AGNT,THME,LOC
submit,2,1 3 5 6 7,#,sense 2 excluded as rare,Kim submitted a report to the committee,NP,NP,PP(to),sentient,*,*,AGNT,THME,RCPT
submit,2,4 8,#,#,Kim submitted to her opponents,NP,PP(to),#,sentient,*,#,AGNT,PTNT,
submit,2,4 8,#,#,Kim submitted to her opponents,NP,#,#,sentient,#,#,AGNT,#,
submit,2,9,#,#,Kim submitted herself to her fate,NP,NPrefl,PP(to),sentient,sentient,abstract,AGNT,PTNT,Experienced
substantiate,#,1 2,#,#,Kim substantiated Mary's claim/Kim substantiated that Mary's claim was valid,NP,Scomp(that),#,*,info,#,EFNT,PTNT,
substantiate,#,1 2,#,#,Kim substantiated Mary's claim/Kim substantiated that Mary's claim was valid,NP,NP,#,*,info,#,EFNT,PTNT,
substitute,#,1 2,3,sense 3 = human substitute (for human) - seems unimportant,Kim substituted her old car for a new one,NP,NP,PP(for),sentient,physobj,physobj,AGNT,PTNT,PTNT
subtract,#,1,#,#,Kim subtracted the tax from her earnings,NP,NP,PP(from),*,*,location,EFNT,THME,LOC
succeed,#,1,#,#,Mary succeeded Kim as president,NP,NP,PP(as),sentient,sentient,*,AGNT,PTNT,FORM
succeed,#,1,#,#,Mary succeeded Kim as president,NP,NP,#,sentient,sentient,#,AGNT,PTNT,
succeed,#,2,#,#,Kim succeeded,NP,#,#,animate,#,#,AGNT,#,
suck,#,1 2 3 4,5,#,Kim sucked the juice from the cherry,NP,NP,PP(from),sentient,physobj,location,AGNT,THME,LOC
suck,#,1 2 3 4,5,#,Kim sucked the juice from the cherry,NP,NP,#,sentient,location,#,AGNT,LOC,
suck,#,1 2 3 4,5,#,Kim sucked the juice from the cherry,NP,NP,Adj,sentient,location,#,AGNT,LOC,
sue,#,1,#,#,Kim sued Mary,NP,NP,#,sentient,sentient,#,AGNT,PTNT,
suffer,#, 1 3 5 9,#,#, The project suffered a setback,NP,NP,#,*,*,#,EXPR,Experienced,
suffer,#,2,#,#, Kim suffers from anxiety,NP,PP(from),#,sentient,*,#,EXPR,Experienced,
suffer,#,2,#,#, Kim suffers from anxiety,NP,#,#,sentient,#,#,EXPR,#,
suffer,#,4,#,#, Kim does not suffer fools lightly,NP,NP,#,sentient,*,#,EXPR,Experienced,
sugar,#,1,#,#,Kim sugared her coffee,NP,NP,#,sentient,physobj,#,AGNT,PTNT,
suggest,#,1 2 3 4 5,#,#,Kim suggested a solution,NP,NP,#,sentient,info,#,AGNT,said,
suggest,#,1 2 3 4 5,#,#,Kim suggested a solution,NP,Scomp,#,sentient,info,#,AGNT,Said,
suggest,#,1 2 3 4 5,#,#,Kim suggested a solution,NP,PP(to),Scomp,sentient,sentient,info,AGNT,Addressee,Said
suggest,#,1 2 3 4 5,#,#,Kim suggested a solution,NP,NP,PP(to),sentient,info,sentient,AGNT,Said,Addressee
suggest,#,NIWN1,#,#,A solution suggested itself,NP,NPrefl,#,*,*,#,AGNT,THME,
summer,#,1,#,#,Kim summered in the mountains,NP,PP,#,sentient,location,#,AGNT,LOC,
supervise,#,1 2,#,#,Kim supervised the project,NP,NP,#,sentient,*,#,AGNT,PTNT,
supervise,#,1 2,#,#,Kim supervised the project,NP,NP,Adv,sentient,*,#,AGNT,PTNT,
supplement,#,1 2,#,#,Kim supplemented her diet with fruit/Fruit supplemented Kim's diet,NP,NP,#,*,*,#,THME,THME,
supplement,#,1 2,#,#,Kim supplemented her diet with fruit/Fruit supplemented Kim's diet,NP,NP,#,sentient,*,#,AGNT,THME,
supplement,#,1 2,#,#,Kim supplemented her diet with fruit/Fruit supplemented Kim's diet,NP,NP,PP(with),sentient,*,*,AGNT,THME,THME
supply,4,1 2 3,#,sense 4 excluded as obscure,Kim supplied Mary with the necessary tools,NP,NP,PP(to),sentient,*,sentient,AGNT,THME,RCPT
supply,4,1 2 3,#,sense 4 excluded as obscure,Kim supplied Mary with the necessary tools,NP,NP,PP(with),sentient,sentient,*,AGNT,RCPT,THME
supply,4,1 2 3,#,sense 4 excluded as obscure,Kim supplied Mary with the necessary tools,NP,NP,#,sentient,*,#,AGNT,THME,
support,#,1 3 6 7,2 10 11,"sense 2 10 and 11 = subsenses relating to financial support, acting support and patronage respectively",Kim supports government policies,NP,NP,#,sentient,*,#,EXPR,Experienced,
support,#,4,#,#,The beam supports the roof,NP,NP,#,location,location,#,LOC,LOC,
support,#,5 8 9,#,#,Kim supported Mary's claim,NP,NP,#,*,info,#,EFNT,PTNT,
suppose,#,1 2 3,#,#,Kim supposed Mary to be late/Kim supposed that Mary was late/Kim supposed Mary late,NP,Scomp,#,sentient,*,#,AGNT,Said,
suppose,#,1 2 3,#,#,Kim supposed Mary to be late/Kim supposed that Mary was late/Kim supposed Mary late,NP,NP,NP,sentient,*,*,AGNT,RCPT,THME
suppose,#,1 2 3,#,#,Kim supposed Mary to be late/Kim supposed that Mary was late/Kim supposed Mary late,NP,NP,VPinf,sentient,*,*,AGNT,RCPT,THME
suppose,#,1 2 3,#,#,Kim supposed Mary to be late/Kim supposed that Mary was late/Kim supposed Mary late,NP,NP,Adj,sentient,sentient,#,AGNT,RCPT,
suppress,#,1 2 3,#,#,The new measures suppressed inflation,NP,NP,#,*,*,#,EFNT,PTNT,
suppress,#,4,#,#,Kim suppressed her childhood fears,NP,NP,#,sentient,*,#,EXPR,Experienced,
surface,#,1 3,#,#,Kim surfaced from the bottom of the lake,NP,#,#,*,#,#,EFNT,#,
surface,#,1 3,#,#,Kim surfaced from the bottom of the lake,NP,PP,#,*,location,#,EFNT,LOC,
surface,#,2,#,#,Kim surfaced the road with tarmac,NP,NP,#,animate,location,#,EFNT,LOC,
surface,#,2,#,#,Kim surfaced the road with tarmac,NP,NP,PP(with),animate,location,*,EFNT,LOC,THME
surface,#,2,#,#,Kim surfaced the road with tarmac,NP,NP,#,*,location,#,THME,LOC,
surge,#,1 2 3,#,#,The water surged from its source,NP,PP,#,*,location,#,EFNT,LOC,
surge,#,1 2 3,#,#,The water surged from its source,NP,#,#,*,#,#,EFNT,#,
surge,#,4,#,#,The candidate surged in popularity,NP,#,#,*,#,#,EFNT,#,
surge,#,4,#,#,The candidate surged in popularity,NP,PP(in),#,*,value,#,THME,MED,
surmise,#,1 2,#,#,Kim surmised that Mary would come,NP,NP,VPinf,*,*,*,AGNT,THME,FORM
surmise,#,1 2,#,#,Kim surmised that Mary would come,NP,Scomp(that),#,sentient,abstract,#,AGNT,Said,
surprise,#, 1 2 3,#,#, The news surprised Kim,NP,NP,#,*,sentient,#,Experienced,EXPR,
surround,#,1 3 5,#,#,Kim surrounded the garden with flowers,NP,NP,#,animate,location,#,EFNT,LOC,
surround,#,1 3 5,#,#,Kim surrounded the garden with flowers,NP,NP,PP(with),animate,location,*,EFNT,LOC,THME
surround,#,1 3 5,#,#,Kim surrounded the garden with flowers,NP,NP,#,*,location,#,THME,LOC,
surround,#,2,#,#,A wall surrounds the city,NP,NP,#,location,location,#,LOC,LOC,
surround,#,4,#,#,The army surrounded the enemy,NP,NP,#,sentient,*,#,AGNT,PTNT,
suspect,#,1 2 3 4 5 6,#,#,Kim suspected that Mary was guilty/Kim suspected Mary,NP,Scomp(that),#,sentient,abstract,#,AGNT,Said,
suspect,#,1 2 3 4 5 6,#,#,Kim suspected that Mary was guilty/Kim suspected Mary,NP,NP,#,sentient,sentient,#,AGNT,PTNT,
suspect,#,1 2 3 4 5 6,#,#,Kim suspected that Mary was guilty/Kim suspected Mary,NP,NP,VPinf,*,*,*,AGNT,THME,FORM
suspend,#,1 2,#,#,Kim suspended the mobile from the ceiling,NP,PP,#,physobj,location,#,THME,LOC,
suspend,#,1 2,#,#,Kim suspended the mobile from the ceiling,NP,NP,PP,sentient,physobj,location,AGNT,THME,LOC
suspend,#,3,#,#,The principal suspended Kim from school,NP,NP,#,sentient,sentient,#,AGNT,THME,
suspend,#,3,#,#,The principal suspended Kim from school,NP,NP,PP(from),sentient,sentient,location,AGNT,THME,LOC
suspend,#,4 5 6,#,#,The boss suspended the project,NP,NP,#,sentient,process,#,AGNT,THME,
swab,#,1,#,#,Kim swabbed footprints from  the floor,NP,NP,PP(from),sentient,physobj,location,AGNT,THME,LOC
swab,#,1,#,#,Kim swabbed footprints from  the floor,NP,NP,#,sentient,location,#,AGNT,LOC,
swab,#,1,#,#,Kim swabbed footprints from  the floor,NP,NP,Adj,sentient,location,#,AGNT,LOC,
swab,#,2,#,#,Kim swabbed cotton wool on the table/Kim swabbed the table with cotton wool,NP,NP,PP(with),animate,location,*,EFNT,LOC,THME
swab,#,2,#,#,Kim swabbed cotton wool on the table/Kim swabbed the table with cotton wool,NP,NP,#,sentient,location,#,AGNT,LOC,
swab,#,2,#,#,Kim swabbed cotton wool on the table/Kim swabbed the table with cotton wool,NP,NP,PP,sentient,physobj,location,AGNT,THME,LOC
swab,#,2,#,#,Kim swabbed cotton wool on the table/Kim swabbed the table with cotton wool,NP,NP,#,animate,location,#,EFNT,LOC,
swallow,2,1,3,#,Kim swallowed her food/Kim swallowed,NP,#,#,animate,#,#,AGNT,#,
swallow,2,1,3,#,Kim swallowed her food/Kim swallowed,NP,NP,#,animate,physobj,#,AGNT,PTNT,
swap,#,1,#,#,Kim swapped her dog for a cat,NP,NP,PP(for),sentient,physobj,physobj,AGNT,PTNT,PTNT
swarm,#,1 2,#,#,The garden swarmed with bees/Bees were swarming,NP,#,#,animate,#,#,EFNT,#,
swarm,#,1 2,#,#,The garden swarmed with bees/Bees were swarming,NP,PP(with),#,location,animate,#,LOC,EFNT,
sway,#,1 2 4 5,#,#,The tree swayed (in the breeze),NP,#,#,*,#,#,EFNT,#,
sway,#,3,#,#,Mary's arguments swayed Kim,NP,NP,#,*,sentient,#,Experienced,EXPR,
swell,#,1 2 3 4,#,#,The water swells the rice/The rice swells,NP,NP,#,*,physobj,#,EFNT,PTNT,
swell,#,1 2 3 4,#,#,The water swells the rice/The rice swells,NP,#,#,physobj,#,#,PTNT,#,
swim,3,1 2,#,sense 3 excluded because unheard of,Kim swam across the river,NP,#,#,animate,#,#,AGNT,#,
swim,3,NIWN1,#,#,Kim's head was swimming,NP,#,#,bodypart,#,#,THME,#,
swing,6 7 8,1 2,4,"4 = subsense of 1 and 2, implying motion  6 and 8 excluded as old-fashioned  7 excluded because restricted and informal ",Kim swung her arms at her side,NP,NP,#,*,physobj,#,EFNT,Moved,
swing,6 7 8,1 2,4,"4 = subsense of 1 and 2, implying motion  6 and 8 excluded as old-fashioned  7 excluded because restricted and informal ",Kim swung her arms at her side,NP,#,#,physobj,#,#,Moved,#,
swing,6 7 8,3,#,"along with synonym influence belongs in 31 1, I think",His arguments finally swung her in our favour,NP,NP,#,*,sentient,#,Experienced,EXPR,
swing,6 7 8,5,#,#,The mirror swung from the hook on the wall,NP,#,#,physobj,#,#,THME,#,
table,#,1,#,#,Kim tabled the project,NP,NP,#,sentient,abstract,#,AGNT,THME,
tag,2 4 5,1 3,#,2 4 5 excluded as phrasal or obscure,Kim tagged the packages,NP,NP,#,sentient,physobj,#,AGNT,PTNT,
tail,2 3,1,#,2 and 3 too restricted,The police tailed Kim for 30 miles,NP,NP,#,sentient,physobj,#,AGNT,THME,
take,9 20 23 29 33 35,1,#,senses 20 23 29 33 35 excluded as obscure or phrasal,Kim took the steering wheel,NP,NP,#,sentient,physobj,#,AGNT,THME,
take,9 20 23 29 33 35,13,#,#,Kim could not take the strain,NP,NP,#,sentient,*,#,EXPR,Experienced,
take,9 20 23 29 33 35,15 19,#,#,Kim took the test,NP,NP,#,*,*,#,EXPR,Experienced,
take,9 20 23 29 33 35,16 26 27 28,#,#,They take ten students in each class,NP,NP,PP,sentient,sentient,location,AGNT,PTNT,LOC
take,9 20 23 29 33 35,16 26 27 28,#,#,They take ten students in each class,NP,NP,#,location,sentient,#,LOC,PTNT,
take,9 20 23 29 33 35,2,#,#,The journey took 3 hours,NP,NP,#,*,value,#,AGNT,Ascribed,
take,9 20 23 29 33 35,21 22 25,#,n change of possession or transportation involved in these senses,Kim took Mary's pulse/Kim took a memo,NP,NP,#,*,*,#,EFNT,FORM,
take,9 20 23 29 33 35,24,#,#,Kim took a photograph,NP,NP,#,sentient,*,#,AGNT,RSLT,
take,9 20 23 29 33 35,3 14 18 31,#,#,Kim took a book from the shelf,NP,NP,#,sentient,physobj,#,AGNT,PTNT,
take,9 20 23 29 33 35,3 14 18 31,#,#,Kim took a book from the shelf,NP,NP,PP(from),sentient,physobj,location,AGNT,PTNT,LOC
take,9 20 23 29 33 35,3 14 18 31,#,#,Kim took a book from the shelf,NP,NP,PP(from),sentient,physobj,sentient,AGNT,PTNT,SRCE
take,9 20 23 29 33 35,4 5 10 11 12 30 32 34,#,#,Kim took the message to Mary/Kim took Mary the message,NP,NP,PP(to),sentient,*,sentient,AGNT,THME,RCPT
take,9 20 23 29 33 35,4 5 10 11 12 30 32 34,#,#,Kim took the message to Mary/Kim took Mary the message,NP,NP,NP,sentient,sentient,*,AGNT,RCPT,THME
take,9 20 23 29 33 35,4 5 10 11 12 30 32 34,#,#,Kim took the message to Mary/Kim took Mary the message,NP,NP,#,sentient,*,#,AGNT,THME,
take,9 20 23 29 33 35,4 5 10 11 12 30 32 34,#,#,Kim took the message to Mary/Kim took Mary the message,NP,NP,PP(to),sentient,*,location,AGNT,THME,LOC
take,9 20 23 29 33 35,6 8,#,#,Kim took Mary to be the culprit,NP,NP,VPinf,sentient,*,*,AGNT,RCPT,THME
take,9 20 23 29 33 35,6 8,#,#,Kim took Mary to be the culprit,NP,NP,PP(as),sentient,*,*,AGNT,THME,THME
take,9 20 23 29 33 35,7 17,#,#,Kim's job takes a lot of patience,NP,NP,#,*,*,#,EFNT,THME,
talk,#,1 2 3 4 6,5,#,Kim talked with John/ Kim and John talked,NP,PP(with),#,sentient,sentient,#,AGNT,Addressee,
talk,#,1 2 3 4 6,5,#,Kim talked with John/ Kim and John talked,NP,PP(to),PP(about),sentient,sentient,*,AGNT,Addressee,Said
talk,#,1 2 3 4 6,5,#,Kim talked with John/ Kim and John talked,NP,PP(to),#,sentient,sentient,#,AGNT,Addressee,
talk,#,1 2 3 4 6,5,#,Kim talked with John/ Kim and John talked,NP,#,#,sentient,#,#,AGNT,#,
talk,#,1 2 3 4 6,5,#,Kim talked with John/ Kim and John talked,NP,PP(with),PP(about),sentient,sentient,*,AGNT,Addressee,Said
tamper,#,1,#,#,Kim tampered with the evidence,NP,PP(with),#,sentient,*,#,AGNT,PTNT,
tan,#,1,#,#,The tanner tanned the hides,NP,#,#,physobj,#,#,PTNT,#,
tan,#,1,#,#,The tanner tanned the hides,NP,NP,#,*,physobj,#,EFNT,PTNT,
tan,#,2,#,#,The sunshine tanned Kim/Kim tanned,NP,NP,#,*,physobj,#,EFNT,PTNT,
tan,#,2,#,#,The sunshine tanned Kim/Kim tanned,NP,#,#,physobj,#,#,PTNT,#,
tap,1 3 4 7 8 9,2 6,#,senses 1 3 4 7 8 9 excluded as obscure ,Kim tapped (at) the window with her finger,NP,PP(at),PP(with),*,physobj,physobj,EFNT,THME,INST
tap,1 3 4 7 8 9,2 6,#,senses 1 3 4 7 8 9 excluded as obscure ,Kim tapped (at) the window with her finger,NP,PP(at),#,*,physobj,#,EFNT,THME,
tap,1 3 4 7 8 9,2 6,#,senses 1 3 4 7 8 9 excluded as obscure ,Kim tapped (at) the window with her finger,NP,NP,#,physobj,physobj,#,INST,THME,
tap,1 3 4 7 8 9,2 6,#,senses 1 3 4 7 8 9 excluded as obscure ,Kim tapped (at) the window with her finger,NP,NP,PP(with),*,physobj,physobj,EFNT,THME,INST
tap,1 3 4 7 8 9,2 6,#,senses 1 3 4 7 8 9 excluded as obscure ,Kim tapped (at) the window with her finger,NP,NP,#,*,physobj,#,EFNT,THME,
tap,1 3 4 7 8 9,5,#,#,Kim tapped the telephone line for information,NP,NP,PP(for),sentient,location,*,AGNT,LOC,THME
tap,1 3 4 7 8 9,5,#,#,Kim tapped the telephone line for information,NP,NP,#,sentient,location,#,AGNT,LOC,
tap,1 3 4 7 8 9,NIWN1,#,#,Kim tapped the ball into the net,NP,NP,#,sentient,physobj,#,AGNT,THME,
tap,1 3 4 7 8 9,NIWN1,#,#,Kim tapped the ball into the net,NP,NP,PP,sentient,physobj,sentient,AGNT,THME,RCPT
tap,1 3 4 7 8 9,NIWN1,#,#,Kim tapped the ball into the net,NP,NP,PP,sentient,physobj,location,AGNT,THME,Path
tap,1 3 4 7 8 9,NIWN1,#,#,Kim tapped the ball into the net,NP,NP,PP,sentient,physobj,location,AGNT,THME,Goal
tape,#,1,#,#,Kim taped the chair to he floor,NP,NP,PP(to),sentient,physobj,location,AGNT,THME,LOC
tape,#,1,#,#,Kim taped the chair to he floor,NP,NP,Adj,sentient,physobj,*,AGNT,THME,RSLT
tape,#,1,#,#,Kim taped the chair to he floor,NP,NPcoll,#,sentient,physobj,#,AGNT,THME,
tape,#,2 3,#,#,Kim taped the record,NP,NP,#,sentient,physobj,#,AGNT,RSLT,
taper,#,1,#,#,Kim's interest tapered (off),NP,#,#,*,#,#,PTNT,#,
taper,#,2,#,#,Kim tapered the stick/The stick tapered,NP,#,#,physobj,#,#,PTNT,#,
taper,#,2,#,#,Kim tapered the stick/The stick tapered,NP,NP,#,*,physobj,#,EFNT,PTNT,
target,#,1,#,#,Kim targetted her accusations at Mary,NP,NP,PP,sentient,*,*,AGNT,PTNT,Goal
taste,#,1,#,#,The soup tasted bitter to Kim,NP,Adj,PP(to),*,#,animate,AGNT,#,EXPR
taste,#,1,#,#,The soup tasted bitter to Kim,NP,Adj,#,*,#,#,AGNT,#,
taste,#,2 3,#,#,Kim tasted the soup,NP,NP,#,animate,*,#,AGNT,PTNT,
taste,#,4,#,#,Kim tasted garlic,NP,NP,#,sentient,physobj,#,AGNT,THME,
tax,#,1,#,senses 2 and 3 excluded as obscure,The state taxed Kim,NP,NP,#,sentient,sentient,#,AGNT,RCPT,
tax,#,1,#,senses 2 and 3 excluded as obscure,The state taxed Kim,NP,NP,NP,sentient,sentient,money,AGNT,RCPT,THME
teach,#,1 2,#,#,Kim taught John French,NP,PP,#,sentient,*,#,AGNT,Said,
teach,#,1 2,#,#,Kim taught John French,NP,NP,#,sentient,sentient,#,AGNT,Addressee,
teach,#,1 2,#,#,Kim taught John French,NP,NP,PP(of),sentient,sentient,*,AGNT,Addressee,Said
teach,#,1 2,#,#,Kim taught John French,NP,NP,#,sentient,info,#,AGNT,said,
teach,#,1 2,#,#,Kim taught John French,NP,NP,NP,sentient,sentient,info,AGNT,Addressee,Said
team,#,NIWN1,#,sense 1 excluded as phrasal - team up,Kim teamed a blue skirt with a pink shirt,NP,NP,#,sentient,collective,#,AGNT,FORM,
team,#,NIWN1,#,sense 1 excluded as phrasal - team up,Kim teamed a blue skirt with a pink shirt,NP,NP,PP(with),sentient,*,*,AGNT,FORM,FORM
tear,4 5,1 2,#,#,Kim tore her dress / Kim tore the button off her dress,NP,Adv,#,physobj,#,#,PTNT,#,
tear,4 5,1 2,#,#,Kim tore her dress / Kim tore the button off her dress,NP,NP,#,physobj,physobj,#,INST,PTNT,
tear,4 5,1 2,#,#,Kim tore her dress / Kim tore the button off her dress,NP,NP,PP(with),*,physobj,physobj,EFNT,PTNT,INST
tear,4 5,1 2,#,#,Kim tore her dress / Kim tore the button off her dress,NP,NP,#,*,physobj,#,EFNT,PTNT,
tear,4 5,1 2,#,#,Kim tore her dress / Kim tore the button off her dress,NP,Adv,#,physobj,#,#,INST,#,
tear,4 5,3,#,4 and 5 obscure,Kim was tearing along the road,NP,#,#,animate,#,#,AGNT,#,
telegraph,#,1,#,#,Kim telegraphed the news to John,NP,NP,#,sentient,info,#,AGNT,said,
telegraph,#,1,#,#,Kim telegraphed the news to John,NP,#,#,sentient,#,#,AGNT,#,
telegraph,#,1,#,#,Kim telegraphed the news to John,NP,VPinf,#,sentient,*,#,AGNT,RSLT,
telegraph,#,1,#,#,Kim telegraphed the news to John,NP,NP,PP(to),sentient,info,sentient,AGNT,Said,Addressee
telegraph,#,1,#,#,Kim telegraphed the news to John,NP,Scomp,#,sentient,info,#,AGNT,Said,
telegraph,#,1,#,#,Kim telegraphed the news to John,NP,NP,#,sentient,sentient,#,AGNT,Addressee,
telegraph,#,1,#,#,Kim telegraphed the news to John,NP,NP,NP,sentient,sentient,info,AGNT,Addressee,Said
telephone,#,1,#,see notes for phone and class,Kim telephoned John,NP,#,#,sentient,#,#,AGNT,#,
telephone,#,1,#,see notes for phone and class,Kim telephoned John,NP,VPinf,#,sentient,*,#,AGNT,RSLT,
telephone,#,1,#,see notes for phone and class,Kim telephoned John,NP,NP,PP(to),sentient,info,sentient,AGNT,Said,Addressee
telephone,#,1,#,see notes for phone and class,Kim telephoned John,NP,Scomp,#,sentient,info,#,AGNT,Said,
telephone,#,1,#,see notes for phone and class,Kim telephoned John,NP,NP,#,sentient,sentient,#,AGNT,Addressee,
telephone,#,1,#,see notes for phone and class,Kim telephoned John,NP,NP,#,sentient,info,#,AGNT,said,
telephone,#,1,#,see notes for phone and class,Kim telephoned John,NP,NP,NP,sentient,sentient,info,AGNT,Addressee,Said
telex,#,1,#,#,Kim telexed the news to John,NP,NP,NP,sentient,sentient,info,AGNT,Addressee,Said
telex,#,1,#,#,Kim telexed the news to John,NP,#,#,sentient,#,#,AGNT,#,
telex,#,1,#,#,Kim telexed the news to John,NP,VPinf,#,sentient,*,#,AGNT,RSLT,
telex,#,1,#,#,Kim telexed the news to John,NP,NP,PP(to),sentient,info,sentient,AGNT,Said,Addressee
telex,#,1,#,#,Kim telexed the news to John,NP,NP,#,sentient,info,#,AGNT,said,
telex,#,1,#,#,Kim telexed the news to John,NP,NP,#,sentient,sentient,#,AGNT,Addressee,
telex,#,1,#,#,Kim telexed the news to John,NP,Scomp,#,sentient,info,#,AGNT,Said,
tell,5 6,1 2 3 4 7 8,#,"AAC: senses 5 and 6 excluded because modal can needed - Kim could tell he was angry, Kim can tell margarine from butter ",Kim told John her news,NP,NP,PP(of),sentient,sentient,*,AGNT,Addressee,Said
tell,5 6,1 2 3 4 7 8,#,"AAC: senses 5 and 6 excluded because modal can needed - Kim could tell he was angry, Kim can tell margarine from butter ",Kim told John her news,NP,PP,#,sentient,*,#,AGNT,Said,
tell,5 6,1 2 3 4 7 8,#,"AAC: senses 5 and 6 excluded because modal can needed - Kim could tell he was angry, Kim can tell margarine from butter ",Kim told John her news,NP,NP,#,sentient,info,#,AGNT,said,
tell,5 6,1 2 3 4 7 8,#,"AAC: senses 5 and 6 excluded because modal can needed - Kim could tell he was angry, Kim can tell margarine from butter ",Kim told John her news,NP,NP,NP,sentient,sentient,info,AGNT,Addressee,Said
tell,5 6,1 2 3 4 7 8,#,"AAC: senses 5 and 6 excluded because modal can needed - Kim could tell he was angry, Kim can tell margarine from butter ",Kim told John her news,NP,NP,#,sentient,sentient,#,AGNT,Addressee,
tempt,#, 1 2 3 4 5 6,#,#, The cake shop window tempted Kim,NP,NP,PP(into),*,sentient,*,Experienced,EXPR,RSLT
tempt,#, 1 2 3 4 5 6,#,#, The cake shop window tempted Kim,NP,NP,VPinf,*,sentient,*,Experienced,EXPR,RSLT
tempt,#, 1 2 3 4 5 6,#,#, The cake shop window tempted Kim,NP,NP,#,*,sentient,#,Experienced,EXPR,
tense,#,1 2,3 4,#,Kim tensed her muscles/Kim's muscles tensed,NP,NP,#,*,physobj,#,EFNT,PTNT,
tense,#,1 2,3 4,#,Kim tensed her muscles/Kim's muscles tensed,NP,#,#,physobj,#,#,PTNT,#,
term,#,1,#,#,Kim termed Mary's behaviour irrational,NP,NP,NP,sentient,*,*,AGNT,RCPT,THME
terminate,#,1 2 3 4 5,#,#,Kim terminated her contract/Kim's contract terminated,NP,#,#,*,#,#,THME,#,
terminate,#,1 2 3 4 5,#,#,Kim terminated her contract/Kim's contract terminated,NP,NP,#,sentient,*,#,AGNT,THME,
test,#,1 2,#,#,Kim tested the surface,NP,NP,#,sentient,*,#,AGNT,THME,
test,#,3,#,#,Kim tested her students,NP,NP,#,sentient,sentient,#,AGNT,PTNT,
testify,#,1,#,#,Kim testified to the jury that Mary had been present,NP,PP(to),Scomp,sentient,sentient,info,AGNT,Addressee,Said
testify,#,1,#,#,Kim testified to the jury that Mary had been present,NP,#,#,sentient,#,#,AGNT,#,
testify,#,1,#,#,Kim testified to the jury that Mary had been present,NP,Scomp,#,sentient,info,#,AGNT,Said,
thank,#,1,#,#,Kim thanked Mary,NP,NP,#,sentient,*,#,AGNT,THME,
theorize,#,1,#,#,Kim theorized about the possibilities,NP,#,#,sentient,#,#,AGNT,#,
theorize,#,1,#,#,Kim theorized about the possibilities,NP,PP(about),#,sentient,*,#,AGNT,THME,
thieve,#,1,#,#,Kim thieved a dress from Mary,NP,NP,PP(from),sentient,physobj,location,AGNT,PTNT,LOC
thieve,#,1,#,#,Kim thieved a dress from Mary,NP,NP,#,sentient,physobj,#,AGNT,PTNT,
thieve,#,1,#,#,Kim thieved a dress from Mary,NP,NP,PP(from),sentient,physobj,sentient,AGNT,PTNT,SRCE
